Dish,Protein (g),Fat (g),Carbohydrates (g),cuisines,allergy,Tags,image
Rosemary Chickpea Toast,13,11,36,"[""Singaporean""]","[""Gluten""]","[""Breakfast""]",https://example.com/images/rosemary-chickpea-toast.jpg
Umami Egg Breakfast Salad,29,10,6,"[""Singaporean""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/umami-egg-breakfast-salad.jpg
Umami Crepe Walnut Breakfast Salad,20,14,33,"[""Singaporean""]","[""Gluten"", ""Nuts""]","[""Breakfast"", ""High Protein""]",https://example.com/images/umami-crepe-walnut-breakfast-salad.jpg
Roasted Udon Breakfast Bowl,27,8,15,"[""Singaporean""]","[""Gluten""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/roasted-udon-breakfast-bowl.jpg
Oregano Scallion Sesame Scramble,20,12,22,"[""Singaporean""]","[""Sesame""]","[""Breakfast"", ""High Protein""]",https://example.com/images/oregano-scallion-sesame-scramble.jpg
Charred Coriander Edamame Bell Pepper Paratha Roll,24,24,14,"[""Singaporean""]","[""Gluten"", ""Soy""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/charred-coriander-edamame-bell-pepper-paratha-roll.jpg
Paprika Oregano Nori Rice Bowl,6,19,46,"[""Singaporean""]","[""NA""]","[""Breakfast""]",https://example.com/images/paprika-oregano-nori-rice-bowl.jpg
Zesty Bean Breakfast Sandwich,32,12,6,"[""Singaporean""]","[""Gluten""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/zesty-bean-breakfast-sandwich.jpg
Spiced Citrus Lentil Omelette,10,19,49,"[""Singaporean""]","[""NA""]","[""Breakfast""]",https://example.com/images/spiced-citrus-lentil-omelette.jpg
Toasted Salmon Pancetta Crepes,11,22,9,"[""Singaporean""]","[""Gluten""]","[""Breakfast"", ""Low Carb""]",https://example.com/images/toasted-salmon-pancetta-crepes.jpg
Thyme Tuna Toast,17,10,49,"[""Singaporean""]","[""Gluten""]","[""Breakfast""]",https://example.com/images/thyme-tuna-toast.jpg
Turmeric Tomato Omelette,14,12,33,"[""Singaporean""]","[""NA""]","[""Breakfast""]",https://example.com/images/turmeric-tomato-omelette.jpg
Saffron Rosemary Ham Sweet Potato Breakfast Salad,10,19,12,"[""Singaporean""]","[""NA""]","[""Breakfast"", ""Low Carb""]",https://example.com/images/saffron-rosemary-ham-sweet-potato-breakfast-salad.jpg
Turmeric Basil Mushroom Hummus Breakfast Sandwich,26,16,10,"[""Singaporean""]","[""Gluten""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/turmeric-basil-mushroom-hummus-breakfast-sandwich.jpg
Tangy Bean Paratha Roll,33,13,8,"[""Singaporean""]","[""Gluten""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/tangy-bean-paratha-roll.jpg
Caramelized Lime Mushroom Porridge,10,10,11,"[""Singaporean""]","[""NA""]","[""Breakfast"", ""Low Carb""]",https://example.com/images/caramelized-lime-mushroom-porridge.jpg
Thyme Pancetta Avocado Congee,29,14,18,"[""Singaporean""]","[""NA""]","[""Breakfast"", ""High Protein""]",https://example.com/images/thyme-pancetta-avocado-congee.jpg
Charred Tangy Tuna Scramble,35,16,10,"[""Singaporean""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/charred-tangy-tuna-scramble.jpg
Coriander Cashew Breakfast Wrap,22,15,22,"[""Singaporean""]","[""Gluten"", ""Nuts""]","[""Breakfast"", ""High Protein""]",https://example.com/images/coriander-cashew-breakfast-wrap.jpg
Umami Shrimp Rice Bowl,30,15,19,"[""Singaporean""]","[""NA""]","[""Breakfast"", ""High Protein""]",https://example.com/images/umami-shrimp-rice-bowl.jpg
Black Pepper Shrimp Hummus Noodle Bowl,44,22,29,"[""Singaporean""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/black-pepper-shrimp-hummus-noodle-bowl.jpg
Mint Nori Bento,39,28,14,"[""Singaporean""]","[""NA""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/mint-nori-bento.jpg
Spiced Shrimp Polenta Salad,38,17,41,"[""Singaporean""]","[""NA""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/spiced-shrimp-polenta-salad.jpg
Cumin Sesame Tortilla Kebab Plate,34,14,29,"[""Singaporean""]","[""Gluten"", ""Sesame""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/cumin-sesame-tortilla-kebab-plate.jpg
Toasted Cucumber Skewers,26,23,40,"[""Singaporean""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/toasted-cucumber-skewers.jpg
Roasted Tahini Mozzarella Skewers,29,14,55,"[""Singaporean""]","[""Dairy"", ""Sesame""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/roasted-tahini-mozzarella-skewers.jpg
Saffron Citrus Sweet Potato Udon Kebab Plate,24,16,37,"[""Singaporean""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/saffron-citrus-sweet-potato-udon-kebab-plate.jpg
Lemon Thyme Spinach Rice Skewers,33,17,16,"[""Singaporean""]","[""NA""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/lemon-thyme-spinach-rice-skewers.jpg
Coconut Maple Egg Sandwich,25,20,20,"[""Singaporean""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/coconut-maple-egg-sandwich.jpg
Lime Savory Hummus Salad,31,10,24,"[""Singaporean""]","[""NA""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/lime-savory-hummus-salad.jpg
Lime Onion Noodle Bowl,40,9,40,"[""Singaporean""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/lime-onion-noodle-bowl.jpg
Black Pepper Buttermilk Chicken Tacos,27,14,22,"[""Singaporean""]","[""Dairy""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/black-pepper-buttermilk-chicken-tacos.jpg
Oregano Tomato Black Bean Rice Plate,33,22,20,"[""Singaporean""]","[""NA""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/oregano-tomato-black-bean-rice-plate.jpg
Rosemary Crepe Bagel Sandwich,45,22,35,"[""Singaporean""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/rosemary-crepe-bagel-sandwich.jpg
Garlic Olive Sandwich,37,25,13,"[""Singaporean""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/garlic-olive-sandwich.jpg
Thyme Ham Skewers,12,5,75,"[""Singaporean""]","[""NA""]","[""Lunch"", ""Dinner""]",https://example.com/images/thyme-ham-skewers.jpg
Smoky Nori Kebab Plate,38,15,20,"[""Singaporean""]","[""NA""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/smoky-nori-kebab-plate.jpg
Thyme Mint Tofu Mozzarella Stir Fry,32,25,21,"[""Singaporean""]","[""Dairy"", ""Soy""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/thyme-mint-tofu-mozzarella-stir-fry.jpg
Mustard Onion Skewers,25,20,13,"[""Singaporean""]","[""NA""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/mustard-onion-skewers.jpg
Thyme Turmeric Avocado Bento,41,25,30,"[""Singaporean""]","[""NA""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/thyme-turmeric-avocado-bento.jpg
Coconut Saffron Paneer Focaccia Pasta Bowl,41,18,20,"[""Singaporean""]","[""Dairy"", ""Gluten""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/coconut-saffron-paneer-focaccia-pasta-bowl.jpg
Mint Paneer Tacos,20,27,11,"[""Singaporean""]","[""Dairy""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/mint-paneer-tacos.jpg
Spiced Sesame Noodle Noodle Bowl,26,14,13,"[""Singaporean""]","[""Gluten"", ""Sesame""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/spiced-sesame-noodle-noodle-bowl.jpg
Savory Pesto Edamame Stir Fry,36,23,15,"[""Singaporean""]","[""Soy""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/savory-pesto-edamame-stir-fry.jpg
Mustard Edamame Mozzarella Wrap,12,13,55,"[""Singaporean""]","[""Dairy"", ""Gluten"", ""Soy""]","[""Lunch"", ""Dinner""]",https://example.com/images/mustard-edamame-mozzarella-wrap.jpg
Mustard Roasted Broccoli Bento,40,14,12,"[""Singaporean""]","[""NA""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/mustard-roasted-broccoli-bento.jpg
Lemon Cheddar Sandwich,37,25,12,"[""Singaporean""]","[""Dairy"", ""Gluten""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/lemon-cheddar-sandwich.jpg
Saffron Bright Soba Tortilla Wrap,25,17,32,"[""Singaporean""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/saffron-bright-soba-tortilla-wrap.jpg
Black Pepper Sweet Potato Porridge Grain Bowl,40,21,11,"[""Singaporean""]","[""NA""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/black-pepper-sweet-potato-porridge-grain-bowl.jpg
Tangy Rosemary Ricotta Curry Plate,13,11,60,"[""Singaporean""]","[""Dairy""]","[""Lunch"", ""Dinner""]",https://example.com/images/tangy-rosemary-ricotta-curry-plate.jpg
Caramelized Lemon Lentil Rice Noodle Bowl,23,7,68,"[""Singaporean""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/caramelized-lemon-lentil-rice-noodle-bowl.jpg
Thyme Baguette Pasta Bowl,40,12,13,"[""Singaporean""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/thyme-baguette-pasta-bowl.jpg
Peppery Avocado Tacos,14,19,32,"[""Singaporean""]","[""NA""]","[""Lunch"", ""Dinner""]",https://example.com/images/peppery-avocado-tacos.jpg
Maple Mustard Tortilla Buttermilk Bento,31,24,14,"[""Singaporean""]","[""Dairy"", ""Gluten""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/maple-mustard-tortilla-buttermilk-bento.jpg
Coconut Paneer Noodle Sandwich,27,19,60,"[""Singaporean""]","[""Dairy"", ""Gluten""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/coconut-paneer-noodle-sandwich.jpg
Oregano Kimchi Turkey Tacos,12,8,32,"[""Singaporean""]","[""NA""]","[""Lunch"", ""Dinner""]",https://example.com/images/oregano-kimchi-turkey-tacos.jpg
Paprika Noodle Grain Bowl,30,24,14,"[""Singaporean""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/paprika-noodle-grain-bowl.jpg
Chili Paprika Cheddar Stew,21,22,49,"[""Singaporean""]","[""Dairy""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/chili-paprika-cheddar-stew.jpg
Bright Broccoli Breakfast Bowl,9,5,42,"[""Spanish""]","[""NA""]","[""Breakfast""]",https://example.com/images/bright-broccoli-breakfast-bowl.jpg
Herbed Lemon Tofu Peanut Pancake Stack,29,6,20,"[""Spanish""]","[""Gluten"", ""Soy"", ""Nuts""]","[""Breakfast"", ""High Protein""]",https://example.com/images/herbed-lemon-tofu-peanut-pancake-stack.jpg
Rosemary Tuna Black Bean Pancake Stack,9,12,45,"[""Spanish""]","[""Gluten""]","[""Breakfast""]",https://example.com/images/rosemary-tuna-black-bean-pancake-stack.jpg
Lime Rice Tortilla Porridge,22,13,7,"[""Spanish""]","[""Gluten""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/lime-rice-tortilla-porridge.jpg
Oregano Ricotta Omelette,20,21,9,"[""Spanish""]","[""Dairy""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/oregano-ricotta-omelette.jpg
Roasted Edamame Toast,26,8,8,"[""Spanish""]","[""Gluten"", ""Soy""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/roasted-edamame-toast.jpg
Spiced Bacon Crepe Crepes,31,8,5,"[""Spanish""]","[""Gluten""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/spiced-bacon-crepe-crepes.jpg
Saffron Udon Scallion Breakfast Wrap,17,17,30,"[""Spanish""]","[""Gluten""]","[""Breakfast""]",https://example.com/images/saffron-udon-scallion-breakfast-wrap.jpg
Zesty Black Pepper Egg Breakfast Bowl,31,10,6,"[""Spanish""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/zesty-black-pepper-egg-breakfast-bowl.jpg
Basil Kale Spinach Congee,24,24,8,"[""Spanish""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/basil-kale-spinach-congee.jpg
Savory Yogurt Porridge,16,18,54,"[""Spanish""]","[""Dairy""]","[""Breakfast""]",https://example.com/images/savory-yogurt-porridge.jpg
Umami Oregano Pita Walnut Toast,25,17,23,"[""Spanish""]","[""Gluten"", ""Nuts""]","[""Breakfast"", ""High Protein""]",https://example.com/images/umami-oregano-pita-walnut-toast.jpg
Charred Caramelized Peanut Tofu Crepes,34,13,16,"[""Spanish""]","[""Gluten"", ""Soy"", ""Nuts""]","[""Breakfast"", ""High Protein""]",https://example.com/images/charred-caramelized-peanut-tofu-crepes.jpg
Bright Smoky Sesame Spinach Porridge,20,5,38,"[""Spanish""]","[""Sesame""]","[""Breakfast"", ""High Protein""]",https://example.com/images/bright-smoky-sesame-spinach-porridge.jpg
Garlic Citrus Spinach Chorizo Breakfast Sandwich,10,17,34,"[""Spanish""]","[""Gluten""]","[""Breakfast""]",https://example.com/images/garlic-citrus-spinach-chorizo-breakfast-sandwich.jpg
Toasted Potato Pancake Stack,18,13,42,"[""Spanish""]","[""Gluten""]","[""Breakfast""]",https://example.com/images/toasted-potato-pancake-stack.jpg
Zesty Cheddar Salmon Breakfast Bowl,33,20,12,"[""Spanish""]","[""Dairy""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/zesty-cheddar-salmon-breakfast-bowl.jpg
Chili Quinoa Tuna Crepes,30,18,14,"[""Spanish""]","[""Gluten""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/chili-quinoa-tuna-crepes.jpg
Basil Charred Lentil Breakfast Salad,18,6,20,"[""Spanish""]","[""NA""]","[""Breakfast""]",https://example.com/images/basil-charred-lentil-breakfast-salad.jpg
Herbed Olive Bean Paratha Roll,7,12,23,"[""Spanish""]","[""Gluten""]","[""Breakfast""]",https://example.com/images/herbed-olive-bean-paratha-roll.jpg
Maple Black Pepper Walnut Bagel Breakfast Bowl,13,5,14,"[""Spanish""]","[""Gluten"", ""Nuts""]","[""Breakfast"", ""Low Carb""]",https://example.com/images/maple-black-pepper-walnut-bagel-breakfast-bowl.jpg
Saffron Umami Chicken Yogurt Paratha Roll,20,10,50,"[""Spanish""]","[""Dairy"", ""Gluten""]","[""Breakfast"", ""High Protein""]",https://example.com/images/saffron-umami-chicken-yogurt-paratha-roll.jpg
Lemon Cumin Tomato Pancake Stack,24,11,12,"[""Spanish""]","[""Gluten""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/lemon-cumin-tomato-pancake-stack.jpg
Mint Almond Porridge,15,9,24,"[""Spanish""]","[""Nuts""]","[""Breakfast""]",https://example.com/images/mint-almond-porridge.jpg
Honey Scallion Bean Omelette,22,15,15,"[""Spanish""]","[""NA""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/honey-scallion-bean-omelette.jpg
Basil Sweet Potato Mozzarella Crepes,8,9,25,"[""Spanish""]","[""Dairy"", ""Gluten""]","[""Breakfast""]",https://example.com/images/basil-sweet-potato-mozzarella-crepes.jpg
Garlic Salmon Mozzarella Porridge,20,8,30,"[""Spanish""]","[""Dairy""]","[""Breakfast"", ""High Protein""]",https://example.com/images/garlic-salmon-mozzarella-porridge.jpg
Thyme Noodle Tuna Paratha Roll,31,5,25,"[""Spanish""]","[""Gluten""]","[""Breakfast"", ""High Protein""]",https://example.com/images/thyme-noodle-tuna-paratha-roll.jpg
Garlic Lentil Avocado Breakfast Wrap,34,15,17,"[""Spanish""]","[""Gluten""]","[""Breakfast"", ""High Protein""]",https://example.com/images/garlic-lentil-avocado-breakfast-wrap.jpg
Saffron Basil Pasta Rice Bowl,18,17,28,"[""Spanish""]","[""Gluten""]","[""Breakfast""]",https://example.com/images/saffron-basil-pasta-rice-bowl.jpg
Caramelized Charred Cucumber Crepes,20,5,25,"[""Spanish""]","[""Gluten""]","[""Breakfast"", ""High Protein""]",https://example.com/images/caramelized-charred-cucumber-crepes.jpg
Cumin Honey Black Bean Pesto Breakfast Wrap,33,6,14,"[""Spanish""]","[""Gluten""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/cumin-honey-black-bean-pesto-breakfast-wrap.jpg
Spiced Hummus Porridge Crepes,9,19,52,"[""Spanish""]","[""Gluten""]","[""Breakfast""]",https://example.com/images/spiced-hummus-porridge-crepes.jpg
Saffron Sesame Pita Tomato Scramble,32,19,16,"[""Spanish""]","[""Gluten"", ""Sesame""]","[""Breakfast"", ""High Protein""]",https://example.com/images/saffron-sesame-pita-tomato-scramble.jpg
Coconut Bell Pepper Breakfast Wrap,34,5,10,"[""Spanish""]","[""Gluten""]","[""Breakfast"", ""Low Carb"", ""High Protein""]",https://example.com/images/coconut-bell-pepper-breakfast-wrap.jpg
Thyme Mushroom Pancake Stack,23,18,16,"[""Spanish""]","[""Gluten""]","[""Breakfast"", ""High Protein""]",https://example.com/images/thyme-mushroom-pancake-stack.jpg
Mint Pesto Mozzarella Congee,8,17,55,"[""Spanish""]","[""Dairy""]","[""Breakfast""]",https://example.com/images/mint-pesto-mozzarella-congee.jpg
Honey Cheddar Edamame Rice Bowl,18,13,5,"[""Spanish""]","[""Dairy"", ""Soy""]","[""Breakfast"", ""Low Carb""]",https://example.com/images/honey-cheddar-edamame-rice-bowl.jpg
Sesame Quinoa Zucchini Kebab Plate,27,29,13,"[""Spanish""]","[""Sesame""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/sesame-quinoa-zucchini-kebab-plate.jpg
Roasted Mustard Hummus Polenta Bento,34,27,5,"[""Spanish""]","[""NA""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/roasted-mustard-hummus-polenta-bento.jpg
Bright Garlic Pancetta Baguette Pasta Bowl,40,20,16,"[""Spanish""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/bright-garlic-pancetta-baguette-pasta-bowl.jpg
Ginger Lemon Tortilla Pasta Bowl,35,24,15,"[""Spanish""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/ginger-lemon-tortilla-pasta-bowl.jpg
Mint Cauliflower Grain Bowl,25,8,37,"[""Spanish""]","[""NA""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/mint-cauliflower-grain-bowl.jpg
Spiced Chicken Grain Bowl,30,23,7,"[""Spanish""]","[""NA""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/spiced-chicken-grain-bowl.jpg
Rosemary Tuna Noodle Bowl,36,20,11,"[""Spanish""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/rosemary-tuna-noodle-bowl.jpg
Maple Salmon Porridge Sandwich,15,23,59,"[""Spanish""]","[""Gluten""]","[""Lunch"", ""Dinner""]",https://example.com/images/maple-salmon-porridge-sandwich.jpg
Charred Oregano Crepe Paneer Tacos,37,9,8,"[""Spanish""]","[""Dairy"", ""Gluten""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/charred-oregano-crepe-paneer-tacos.jpg
Toasted Smoky Soba Curry Plate,31,16,13,"[""Spanish""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/toasted-smoky-soba-curry-plate.jpg
Toasted Kale Grain Bowl,21,5,39,"[""Spanish""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/toasted-kale-grain-bowl.jpg
Fresh Salmon Kimchi Wrap,13,7,66,"[""Spanish""]","[""Gluten""]","[""Lunch"", ""Dinner""]",https://example.com/images/fresh-salmon-kimchi-wrap.jpg
Lime Pancetta Tomato Sandwich,29,16,10,"[""Spanish""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/lime-pancetta-tomato-sandwich.jpg
Black Pepper Potato Noodle Bowl,39,24,9,"[""Spanish""]","[""Gluten""]","[""Lunch"", ""Dinner"", ""Low Carb"", ""High Protein""]",https://example.com/images/black-pepper-potato-noodle-bowl.jpg
Coriander Zucchini Tacos,36,22,25,"[""Spanish""]","[""NA""]","[""Lunch"", ""Dinner"", ""High Protein""]",https://example.com/images/coriander-zucchini-tacos.jpg
